File Name,Content
AbsMinus3.py,"import unittest
class AbsMinus3:
    # returns |i-j|, the absolute value of i minus j
    @staticmethod
    def absM(i, j):
        result = 0
        k = 0

        if i <= j:
            k = k + 2  # error in the assignment: k = k+2 instead of k = k+1

        if k == 1 and i != j:
            result = j - i
        else:
            result = i - j

        return result
    
# Define a test class inheriting from unittest.TestCase
class TestAddFunction(unittest.TestCase):
    def test_0(self):
        self.assertEqual(AbsMinus3.absM(1, 2), 1)  

    def test_1(self):
        self.assertEqual(AbsMinus3.absM(5, 6), 1)  

    def test_2(self):
        self.assertEqual(AbsMinus3.absM(5, 8), 3)  

    def test_3(self):
        self.assertEqual(AbsMinus3.absM(1, 6), 5)  
        
    def test_4(self):
        self.assertEqual(AbsMinus3.absM(1, 8), 7)  
    
    def test_5(self):
        self.assertEqual(AbsMinus3.absM(10, 2), 8)  
    
    def test_6(self):
        self.assertEqual(AbsMinus3.absM(10, 6), 4)  
        
    def test_7(self):
        self.assertEqual(AbsMinus3.absM(5, 2), 3)

    def test_8(self):
        self.assertEqual(AbsMinus3.absM(10, 8), 2)        

if __name__ == '__main__':
    unittest.main()    
"
AbsMinus4.py,"import unittest
class AbsMinus4:
    # returns |i-j|, the absolute value of i minus j
    @staticmethod
    def absM(i, j):
        result = 0

        if i < j:
            result = i - j  # error in the assignment: result = i-j instead of result = j-i
        else:
            result = i - j

        return result

# Define a test class inheriting from unittest.TestCase
class TestAddFunction(unittest.TestCase):
    def test_0(self):
        self.assertEqual(AbsMinus4.absM(1, 2), 1)  

    def test_1(self):
        self.assertEqual(AbsMinus4.absM(5, 6), 1)  

    def test_2(self):
        self.assertEqual(AbsMinus4.absM(5, 8), 3)  

    def test_3(self):
        self.assertEqual(AbsMinus4.absM(1, 6), 5)  
        
    def test_4(self):
        self.assertEqual(AbsMinus4.absM(1, 8), 7)  
    
    def test_5(self):
        self.assertEqual(AbsMinus4.absM(10, 2), 8)  
    
    def test_6(self):
        self.assertEqual(AbsMinus4.absM(10, 6), 4)  
        
    def test_7(self):
        self.assertEqual(AbsMinus4.absM(5, 2), 3)

    def test_8(self):
        self.assertEqual(AbsMinus4.absM(10, 8), 2)        

if __name__ == '__main__':
    unittest.main()
"
AbsMinus5.py,"import unittest
class AbsMinus5:
    # returns |i-j|, the absolute value of i minus j
    @staticmethod
    def absM(i, j):
        result = i + 1  # error in the assignment: result = i+1 instead of result = i

        if i < j:
            result = j - result
        else:
            result = result - j

        return result
    
# Define a test class inheriting from unittest.TestCase
class TestAddFunction(unittest.TestCase):
    def test_0(self):
        self.assertEqual(AbsMinus5.absM(1, 2), 1)  

    def test_1(self):
        self.assertEqual(AbsMinus5.absM(5, 6), 1)  

    def test_2(self):
        self.assertEqual(AbsMinus5.absM(5, 8), 3)  

    def test_3(self):
        self.assertEqual(AbsMinus5.absM(1, 6), 5)  
        
    def test_4(self):
        self.assertEqual(AbsMinus5.absM(1, 8), 7)  
    
    def test_5(self):
        self.assertEqual(AbsMinus5.absM(10, 2), 8)  
    
    def test_6(self):
        self.assertEqual(AbsMinus5.absM(10, 6), 4)  
        
    def test_7(self):
        self.assertEqual(AbsMinus5.absM(5, 2), 3)

    def test_8(self):
        self.assertEqual(AbsMinus5.absM(10, 8), 2)        

if __name__ == '__main__':
    unittest.main()"
AbsMinus6.py,"import unittest
class AbsMinus6:
    @staticmethod
    def absM(i, j):
        result = 0
        k = 0

        if i <= j:
            k = k + 1

        if k == 1 and i != j:
            result = j - i
        else:
            result = j - i  # error in the assignment: result = i-j instead of result = j-i

        return result
    
# Define a test class inheriting from unittest.TestCase
class TestAddFunction(unittest.TestCase):
    def test_0(self):
        self.assertEqual(AbsMinus6.absM(1, 2), 1)  

    def test_1(self):
        self.assertEqual(AbsMinus6.absM(5, 6), 1)  

    def test_2(self):
        self.assertEqual(AbsMinus6.absM(5, 8), 3)  

    def test_3(self):
        self.assertEqual(AbsMinus6.absM(1, 6), 5)  
        
    def test_4(self):
        self.assertEqual(AbsMinus6.absM(1, 8), 7)  
    
    def test_5(self):
        self.assertEqual(AbsMinus6.absM(10, 2), 8)  
    
    def test_6(self):
        self.assertEqual(AbsMinus6.absM(10, 6), 4)  
        
    def test_7(self):
        self.assertEqual(AbsMinus6.absM(5, 2), 3)

    def test_8(self):
        self.assertEqual(AbsMinus6.absM(10, 8), 2)        

if __name__ == '__main__':
    unittest.main()
"
AbsMinus7.py,"import unittest
class AbsMinus7:
    # returns |i-j|, the absolute value of i minus j
    @staticmethod
    def absM(i, j):
        k = 0

        if i <= j:
            k = k + 1

        if k == 1 and i != j:
            return i - j  # error in the assignment: return i - j instead of return j - i
        else:
            return i - j
        
# Define a test class inheriting from unittest.TestCase
class TestAddFunction(unittest.TestCase):
    def test_0(self):
        self.assertEqual(AbsMinus7.absM(1, 2), 1)  

    def test_1(self):
        self.assertEqual(AbsMinus7.absM(5, 6), 1)  

    def test_2(self):
        self.assertEqual(AbsMinus7.absM(5, 8), 3)  

    def test_3(self):
        self.assertEqual(AbsMinus7.absM(1, 6), 5)  
        
    def test_4(self):
        self.assertEqual(AbsMinus7.absM(1, 8), 7)  
    
    def test_5(self):
        self.assertEqual(AbsMinus7.absM(10, 2), 8)  
    
    def test_6(self):
        self.assertEqual(AbsMinus7.absM(10, 6), 4)  
        
    def test_7(self):
        self.assertEqual(AbsMinus7.absM(5, 2), 3)

    def test_8(self):
        self.assertEqual(AbsMinus7.absM(10, 8), 2)        

if __name__ == '__main__':
    unittest.main()

"
AbsMinus8.py,"import unittest
class AbsMinus8:
    @staticmethod
    def absM(i, j):
        result = 0
        k = 0

        if i <= j:
            k = k + 1

        if k == 1 and i != j:
            return j - i
        else:
            return j - i  # error in the assignment: return j - i instead of return i - j

# Define a test class inheriting from unittest.TestCase
class TestAddFunction(unittest.TestCase):
    def test_0(self):
        self.assertEqual(AbsMinus8.absM(1, 2), 1)  

    def test_1(self):
        self.assertEqual(AbsMinus8.absM(5, 6), 1)  

    def test_2(self):
        self.assertEqual(AbsMinus8.absM(5, 8), 3)  

    def test_3(self):
        self.assertEqual(AbsMinus8.absM(1, 6), 5)  
        
    def test_4(self):
        self.assertEqual(AbsMinus8.absM(1, 8), 7)  
    
    def test_5(self):
        self.assertEqual(AbsMinus8.absM(10, 2), 8)  
    
    def test_6(self):
        self.assertEqual(AbsMinus8.absM(10, 6), 4)  
        
    def test_7(self):
        self.assertEqual(AbsMinus8.absM(5, 2), 3)

    def test_8(self):
        self.assertEqual(AbsMinus8.absM(10, 8), 2)        

if __name__ == '__main__':
    unittest.main()"
AbsMinusWrongIf1 .py,"import unittest
class AbsMinusWrongIf1:
    @staticmethod
    def absM(i, j):
        result = 0
        k = 0

        if i > j:  # (i <= j)
            k = k + 1

        if k == 1 and i != j:
            result = j - i
        else:
            result = i - j

        return result
    
# Define a test class inheriting from unittest.TestCase
class TestAddFunction(unittest.TestCase):
    def test_0(self):
        self.assertEqual(AbsMinusWrongIf1.absM(1, 2), 1)  

    def test_1(self):
        self.assertEqual(AbsMinusWrongIf1.absM(5, 6), 1)  

    def test_2(self):
        self.assertEqual(AbsMinusWrongIf1.absM(5, 8), 3)  

    def test_3(self):
        self.assertEqual(AbsMinusWrongIf1.absM(1, 6), 5)  
        
    def test_4(self):
        self.assertEqual(AbsMinusWrongIf1.absM(1, 8), 7)  
    
    def test_5(self):
        self.assertEqual(AbsMinusWrongIf1.absM(10, 2), 8)  
    
    def test_6(self):
        self.assertEqual(AbsMinusWrongIf1.absM(10, 6), 4)  
        
    def test_7(self):
        self.assertEqual(AbsMinusWrongIf1.absM(5, 2), 3)

    def test_8(self):
        self.assertEqual(AbsMinusWrongIf1.absM(10, 8), 2)        

if __name__ == '__main__':
    unittest.main()
"
AbsMinusWrongIf2 .py,"import unittest
class AbsMinusWrongIf2:
    @staticmethod
    def absM(i, j):
        result = 0
        k = 0
        if i <= j:
            k = k + 1
        if k == 0 and i != j:  # (k == 1 and i != j)
            result = j - i
        else:
            result = i - j
        return result
    
# Define a test class inheriting from unittest.TestCase
class TestAddFunction(unittest.TestCase):
    def test_0(self):
        self.assertEqual(AbsMinusWrongIf2.absM(1, 2), 1)  

    def test_1(self):
        self.assertEqual(AbsMinusWrongIf2.absM(5, 6), 1)  

    def test_2(self):
        self.assertEqual(AbsMinusWrongIf2.absM(5, 8), 3)  

    def test_3(self):
        self.assertEqual(AbsMinusWrongIf2.absM(1, 6), 5)  
        
    def test_4(self):
        self.assertEqual(AbsMinusWrongIf2.absM(1, 8), 7)  
    
    def test_5(self):
        self.assertEqual(AbsMinusWrongIf2.absM(10, 2), 8)  
    
    def test_6(self):
        self.assertEqual(AbsMinusWrongIf2.absM(10, 6), 4)  
        
    def test_7(self):
        self.assertEqual(AbsMinusWrongIf2.absM(5, 2), 3)

    def test_8(self):
        self.assertEqual(AbsMinusWrongIf2.absM(10, 8), 2)        

if __name__ == '__main__':
    unittest.main()"
AbsMinus1.py,"import unittest
class AbsMinus:
    # returns |i-j|, the absolute value of i minus j
    @staticmethod
    def absM(i, j):
        result = 0
        k = 0

        if i <= j:
            k = k + 1

        if k == 1 and i != j:
            result = i - j # error in the assignment: result = i-j instead of result = j-i
        else:
            result = i - j

        return result
    
# Define a test class inheriting from unittest.TestCase
class TestAddFunction(unittest.TestCase):
    def test_0(self):
        self.assertEqual(AbsMinus.absM(1, 2), 1)  

    def test_1(self):
        self.assertEqual(AbsMinus.absM(5, 6), 1)  

    def test_2(self):
        self.assertEqual(AbsMinus.absM(5, 8), 3)  

    def test_3(self):
        self.assertEqual(AbsMinus.absM(1, 6), 5)  
        
    def test_4(self):
        self.assertEqual(AbsMinus.absM(1, 8), 7)  
    
    def test_5(self):
        self.assertEqual(AbsMinus.absM(10, 2), 8)  
    
    def test_6(self):
        self.assertEqual(AbsMinus.absM(10, 6), 4)  
        
    def test_7(self):
        self.assertEqual(AbsMinus.absM(5, 2), 3)

    def test_8(self):
        self.assertEqual(AbsMinus.absM(10, 8), 2)        

if __name__ == '__main__':
    unittest.main()"
AbsMinus4-checkpoint.py,"class AbsMinus4:
    # returns |i-j|, the absolute value of i minus j
    @staticmethod
    def absM(i, j):
        result = 0

        if i < j:
            result = i - j  # error in the assignment: result = i-j instead of result = j-i
        else:
            result = i - j

        return result
"
MinimumWrongIf1.py,"import unittest

class MinimumWrongIf1:
    @staticmethod
    def minimum(tab):
        minimum = tab[0]
        location = 0
        for i in range(1, len(tab)):
            if tab[i] > minimum:  # (tab[i] < minimum)
                minimum = tab[i]
                location = i

        return location

    @staticmethod
    def main():

    def test_0(self):
        tab = [i for i in range(5)]
        result = MinimumWrongIf1.minimum(tab)
        self.assertEqual(0, result)

    def test_1(self):
        tab2 = [5, 10, 6, 4, 10]
        result = MinimumWrongIf1.minimum(tab2)
        self.assertEqual(4, result)

    def test_2(self):
        tab3 = [15, 10, 16, 42, 11]
        result = MinimumWrongIf1.minimum(tab3)
        self.assertEqual(10, result)

    def test_3(self):
        tab4 = [17, 18, 16, 42, 21]
        result = MinimumWrongIf1.minimum(tab4)
        self.assertEqual(16, result)

    def test_4(self):
        tab5 = [71, 32, 61, 42, 21]
        result = MinimumWrongIf1.minimum(tab5)
        self.assertEqual(21, result)

    def test_5(self):
        tab6 = [85, 23, 65, 12, 4]
        result = MinimumWrongIf1.minimum(tab6)
        self.assertEqual(4, result)

    def test_6(self):
        tab7 = [24, 21, 61, 42, 10]
        result = MinimumWrongIf1.minimum(tab7)
        self.assertEqual(10, result)

    def test_7(self):
        tab8 = [1, 2, 3, 4, 5]
        result = MinimumWrongIf1.minimum(tab8)
        self.assertEqual(1, result)

    def test_8(self):
        tab9 = [100, 90, 80, 70, 60, 50, 40, 30, 20, 10]
        result = MinimumWrongIf1.minimum(tab9)
        self.assertEqual(10, result)


if __name__ == '__main__':
    unittest.main()
"
MinimumWrongWhile.py,"import unittest

class MinimumWrongWhile:
    @staticmethod
    def minimum(a):
        min = a[0]
        i = 1
        location = 0

        while i < len(a)-1:  # Error: the condition should be (i < len(a))
            if a[i] <= min:
                min = a[i]
                location = i
            i = i + 1

        return location
    
class MinimumTest(unittest.TestCase):
    def test_0(self):
        tab = [i for i in range(5)]
        result = MinimumWrongWhile.minimum(tab)
        self.assertEqual(self.minimum(tab), result)

    def test_1(self):
        tab2 = [5, 10, 6, 4, 10]
        result = MinimumWrongWhile.minimum(tab2)
        self.assertEqual(self.minimum(tab2), result)

    def test_3(self):
        tab3 = [15, 10, 16, 42, 11]
        result = MinimumWrongWhile.minimum(tab3)
        self.assertEqual(self.minimum(tab3), result)

    def test_4(self):
        tab4 = [17, 18, 16, 42, 21]
        result = MinimumWrongWhile.minimum(tab4)
        self.assertEqual(self.minimum(tab4), result)

    def test_5(self):
        tab5 = [71, 32, 61, 42, 21]
        result = MinimumWrongWhile.minimum(tab5)
        self.assertEqual(self.minimum(tab5), result)

    def test_6(self):
        tab6 = [85, 23, 65, 12, 4]
        result = MinimumWrongWhile.minimum(tab6)
        self.assertEqual(self.minimum(tab6), result)

    def test_7(self):
        tab7 = [24, 21, 61, 42, 10]
        result = MinimumWrongWhile.minimum(tab7)
        self.assertEqual(self.minimum(tab7), result)

    def test_8(self):
        tab9 = [100, 90, 80, 70, 60, 50, 40, 30, 20, 10]
        result = MinimumWrongWhile.minimum(tab9)
        self.assertEqual(10, result)


if __name__ == '__main__':
    unittest.main()"
